Distance_(pixels),IMG_6561,IMG_6562,IMG_6563,IMG_6564,IMG_6565,IMG_6566,IMG_6567,Average
377,8.253,7.907,0.1933,16.207,5.073,7.64,18.167,9.0629
378,7.787,8.533,0.2267,16.2,5.34,7.073,17.753,8.987528571
379,7.613,8.267,0.1867,15.633,5.973,7.46,17.833,8.9951
380,8.1,7.2,0.1933,15.427,6.667,8.807,17.993,9.198185714
381,8.713,7.16,0.18,15.76,7.393,8.893,17.707,9.400857143
382,8.8,7.127,0.18,15.32,7.52,8.267,17.573,9.255285714
383,8.613,6.627,0.18,14.74,7.22,8.32,17.94,9.091428571
384,8.733,6.533,0.2133,14.72,6.687,9.34,18.747,9.2819
385,8.793,6.74,0.18,14.067,6.507,9.847,18.147,9.183
386,9.34,6.58,0.18,12.92,6.22,10.493,19.167,9.271428571
387,10.007,6.38,0.2067,12.307,6.087,10.38,19.653,9.288671429
388,9.94,6.727,0.16,12.127,6.34,10.133,18.773,9.171428571
389,9.473,6.9,0.12,12.793,6.727,10.367,18.853,9.319
390,8.633,6.58,0.0533,13.153,6.893,10.113,19.173,9.228328571
391,7.72,6.04,0.0533,13.353,6.48,9.34,18.353,8.762757143
392,7.407,6.487,0.0667,15.087,6.093,9.3,18.16,8.942957143
393,7.54,6.48,0.1067,15.42,5.88,9.553,18.12,9.014242857
394,7.373,6.693,0.1867,15.953,6.093,9.8,18.527,9.232242857
395,7.133,7.287,0.1867,17.387,6.153,9.88,18.967,9.570528571
396,7.513,8.053,0.18,18.813,6.327,10.467,18.793,10.02085714
397,8.073,7.973,0.1533,18.7,7.073,11.147,18.533,10.23604286
398,7.813,6.88,0.12,17.48,7.213,10.68,18.62,9.829428571
399,7.24,5.773,0.14,17.26,6.787,9.24,18.86,9.328571429
400,6.353,5.473,0.2067,17.693,6.467,9.387,19.447,9.289528571
401,6.747,5.647,0.22,17.313,6.14,9.22,20.173,9.351428571
402,6.907,6.34,0.3,17.053,5.5,9.147,20.247,9.356285714
403,6.887,7.773,0.3867,18.413,5.52,9.547,19.2,9.675242857
404,6.973,9.1,0.4067,20.187,6.287,9.927,18.553,10.20481429
405,7.38,9.773,0.26,21.14,7.213,9.907,18.847,10.64571429
406,7.913,9.153,0.1133,20.527,7.107,9.693,18.687,10.45618571
407,8.033,8.493,0.0933,19.767,6.54,9.567,18.14,10.09047143
408,8.673,7.687,0.16,18.793,6.827,9.713,18.607,10.06571429
409,9.12,7.267,0.22,19.113,6.247,9.507,18.493,9.995285714
410,9.507,6.933,0.2267,19.333,5.813,8.9,18.347,9.865671429
411,9.547,7.127,0.2067,18.54,6.46,9.033,17.913,9.832385714
412,9.213,7.58,0.0933,17.5,7.48,9.42,17.493,9.825614286
413,9.06,7.767,0.04,18.113,7.94,9.227,18.247,10.05628571
414,8.653,7.48,0.0533,18.7,7.427,9.173,18.78,10.03804286
415,8.46,7.347,0.0933,18.087,6.78,9.72,18.78,9.895328571
416,8.027,7.687,0.1467,17.46,6.12,10.753,19.033,9.889528571
417,7.64,8.3,0.1333,17.373,5.727,10.693,19.573,9.9199
418,7.373,8.893,0.1733,17.153,5.28,10.707,19.38,9.851328571
419,7.687,8.753,0.2,16.593,5.033,11.087,18.827,9.74
420,8.127,8.353,0.1733,15.793,5.267,11.407,18.407,9.646757143
421,8.767,8.24,0.1333,15.753,5.613,11.313,18.553,9.767471429
422,8.76,8.16,0.1333,15.753,5.693,10.487,19.007,9.713328571
423,8.653,8.107,0.1333,15.84,5.84,9.6,19.373,9.649471429
424,8.507,8.687,0.1333,18.727,6.24,8.773,19.413,10.06861429
425,7.067,8.42,0.14,19.753,6.5,8.527,19.207,9.944857143
426,6.847,8.18,0.1667,20.3,7.127,8.893,18.407,9.988671429
427,6.947,7.827,0.2333,21.567,7.087,9.793,17.727,10.16875714
428,6.573,7.793,0.2467,22.573,6.513,10.7,17.567,10.28081429
429,7.16,8.42,0.2267,21.873,6.513,11.027,18.493,10.53038571
430,7.687,8.747,0.2933,20.527,6.593,10.553,18.913,10.47332857
431,7.447,8.467,0.36,21.053,6.16,10.267,18.867,10.37442857
432,8.253,9.227,0.2533,20.007,6.487,9.72,18.993,10.42004286
433,9.347,8.307,0.24,20.14,6.387,9.927,19.74,10.584
434,9.893,8.04,0.24,20.313,6.68,10.513,20.113,10.82742857
435,9.567,8.067,0.2533,21.013,6.453,11.407,19.92,10.95432857
436,9.013,7.52,0.2333,21.413,6.233,12.24,19.793,10.92075714
437,8.42,7.467,0.2267,21.64,6.86,12.793,19.68,11.01238571
438,8.527,8.12,0.08,21.273,7.107,12.647,18.887,10.94871429
439,8.607,9.107,0.08,21.007,6.513,11.853,18.16,10.761
440,9.467,10.273,0.1867,21.513,6.72,11.667,18.6,11.20381429
441,10.12,10.173,0.1867,22.853,6.493,10.92,19.08,11.40367143
442,10.6,9.867,0.26,22.773,6.36,10.327,19.613,11.4
443,9.973,9.28,0.2,21.46,6.647,10.12,19.687,11.05242857
444,9.293,9.38,0.2267,20.833,7.047,9.927,19.553,10.89424286
445,9.293,10.567,0.3533,21.227,7.4,10.313,20.033,11.31232857
446,9.1,11.167,0.2533,20.9,7.213,10.733,20.2,11.36661429
447,8.76,10.5,0.22,20.567,7.08,11.287,19.52,11.13342857
448,8.72,9.067,0.0733,20.48,7.367,12.38,19.487,11.08204286
449,8.913,9.447,0.0467,19.093,7.127,12.607,20.44,11.09624286
450,8.92,9.953,0.1133,17.193,6.673,12.32,20.913,10.86932857
451,8.533,9.833,0.1867,17.087,6.227,11.84,19.82,10.50381429
452,8.627,9.52,0.2467,18.54,6.313,11.847,18.92,10.57338571
453,9.067,10.207,0.2467,20.14,6.827,11.547,19.6,11.09067143
454,9.467,11.073,0.24,21.487,7.087,11,19.627,11.42585714
455,9.427,11.06,0.2867,22.947,7.247,11.14,18.727,11.54781429
456,10.06,11.66,0.16,23.013,7.74,11.113,18.407,11.73614286
457,9.713,11.447,0.1333,21.427,7.427,11.26,19.213,11.51718571
458,10.207,11.04,0.16,21.14,6.827,11.66,19.24,11.46771429
459,10.46,10.34,0.2,22.073,6.313,12.307,18.607,11.47142857
460,9.18,9.813,0.26,22.467,6.107,12.707,18.94,11.35342857
461,8.64,9.54,0.2533,23.973,6.413,12.653,19.953,11.63218571
462,8.74,9.38,0.1867,24.46,6.74,11.78,19.707,11.57052857
463,8.58,9.533,0.2467,23.493,7.027,11.007,18.66,11.22095714
464,9.667,10.113,0.14,23.093,8.04,10.333,19.02,11.48657143
465,9.907,10.273,0.0867,23.64,7.82,9.82,18.2,11.39238571
466,9.827,10.413,0.0733,23.62,7.493,10.027,18.26,11.38761429
467,9.753,10.16,0.1,22.547,7.613,11.293,18.553,11.43128571
468,10.373,9.653,0.1133,21.3,6.987,12.707,18.393,11.3609
469,10.673,9.7,0.2,21.653,6.727,13.347,19,11.61428571
470,10.193,10.207,0.2867,21.7,6.86,13.4,19.62,11.75238571
471,9.8,11.133,0.34,21.127,7.1,13.247,19.22,11.70957143
472,9.86,11.107,0.2533,22.113,7.92,12.427,18.313,11.71332857
473,10.2,11.127,0.12,22.413,8.493,12.113,18.687,11.879
474,10.62,11.153,0.0533,22.353,8.367,12.833,19.087,12.06661429
475,10.847,11.24,0.0667,23.593,7.36,13.633,19.267,12.28667143
476,10.707,11.287,0.24,23.607,7.053,12.827,18.967,12.09828571
477,11.113,11.3,0.24,23.72,7.727,12.533,18.82,12.20757143
478,10.787,11.02,0.3,24.64,7.907,12.053,19,12.24385714
479,9.893,11.027,0.2933,25.147,7.927,11.52,19.427,12.17632857
480,9.387,11.18,0.1667,25.347,8.233,11.707,19.82,12.26295714
481,9.527,11.96,0.1267,24.76,8.653,12.533,19.207,12.39524286
482,10.113,12.667,0.1867,23.047,8.86,13.4,19.093,12.48095714
483,10.64,12.8,0.2667,23.18,9.66,13.9,18.833,12.75424286
484,11.087,12.607,0.2533,23.9,11.113,13.613,17.76,12.90475714
485,11.727,12.307,0.2133,22.073,11.8,13.087,18.033,12.74861429
486,11.313,11.72,0.1267,21.027,11.34,12.58,18.887,12.42767143
487,10.087,11.2,0.1333,23.267,10.98,12.407,18.707,12.39732857
488,9.88,11.52,0.2733,27.72,9.573,11.807,19.007,12.82575714
489,9.293,11.533,0.18,26.247,9.353,11.893,18.813,12.47314286
490,9.707,11.487,0.1533,24.887,9.44,11.78,18.447,12.27161429
491,10.74,11.687,0.1533,24.967,9.387,11.64,18.66,12.46204286
492,11.573,11.313,0.2333,25.953,9.64,11.367,19.267,12.76375714
493,12.187,10.84,0.2467,27.447,10.333,11.6,18.92,13.08195714
494,11.873,11.04,0.2267,27.173,10.347,12.02,18.433,13.0161
495,10.907,11.867,0.22,26.22,9.653,12.553,18.667,12.86957143
496,9.58,13.827,0.0667,26.153,10.46,13.127,19.567,13.25438571
497,9.633,13.213,0.0667,24.86,10.773,12.973,19.293,12.9731
498,9.9,12.967,0.0533,22.433,11.253,12.427,19.473,12.64375714
499,10.28,13.033,0.04,21.613,11.127,12.32,19.693,12.58657143
500,10.707,12.747,0.02,22.3,10.413,12.593,19.413,12.599
501,11.16,12.447,0.06,23.393,10.24,13.333,18.6,12.74757143
502,11.6,12.16,0.08,24.853,10.347,13.467,18.093,12.94285714
503,12.08,11.653,0.1,26.993,10.433,13.067,17.96,13.18371429
504,12.1,12.293,0.26,29.187,10.6,12.787,18.213,13.63428571
505,12.207,11.8,0.06,28.953,11.093,13.287,18.493,13.699
506,12.073,11.447,0.0533,28.08,11.24,13.627,18.213,13.53332857
507,11.433,11.44,0.04,27.233,10.913,12.847,18.493,13.19985714
508,11.46,11.153,0.04,26.987,10.7,11.053,19.26,12.95042857
509,12.147,11.033,0.1133,27.733,11.207,10.547,20.04,13.26004286
510,13.167,11.54,0.1,27.6,11.333,11.193,20.347,13.61142857
511,13.833,12.46,0.1133,26.78,11.387,11.573,19.207,13.6219
512,14,13.133,0.2,26.453,11.96,12.78,17.907,13.77614286
513,14.2,13.293,0.24,26.827,11.74,13.593,17.587,13.92571429
514,14.54,13.16,0.26,28.387,12.707,14.08,18.073,14.45814286
515,13.987,12.953,0.2733,28.253,13.373,13.653,19.16,14.52175714
516,12.92,12.467,0.3067,27.707,12.793,12.967,19.927,14.15538571
517,12.593,12.02,0.2867,28.273,12.587,12.587,20.007,14.05052857
518,12.94,11.627,0.16,28.173,12.673,12.413,19.373,13.90842857
519,12.867,11.5,0.18,28.04,11.973,12.233,18.453,13.60657143
520,13.16,12.66,0.08,29.227,11.68,12.98,18.527,14.04485714
521,13.847,12.773,0.1,28.32,11.193,12.353,18.513,13.87128571
522,14.073,12.487,0.1533,28.427,11.313,11.587,18.687,13.81818571
523,13.98,12.447,0.1867,28.267,12.16,11.08,19.093,13.88767143
524,13.787,12.933,0.1933,27.24,13.153,11.06,19.747,14.01618571
525,14.28,13.667,0.1733,27.573,13.227,11.407,20.273,14.37147143
526,14.04,13.753,0.16,27.42,12.613,11.067,20.127,14.16857143
527,13.047,13.287,0.16,25.793,12.173,10.547,19.44,13.49242857
528,14.027,11.947,0.3,25.32,13.573,11.287,19.767,13.74585714
529,14.52,12.467,0.2733,26.22,13.32,11.313,19.46,13.93904286
530,15.153,12.753,0.2933,27.533,13.267,11.773,19.44,14.31604286
531,15.267,13.013,0.2267,27.687,13.32,11.873,19.653,14.43424286
532,14.467,13.58,0.1933,27.08,13.087,11.72,19.633,14.25147143
533,14.493,14.1,0.1333,27.293,12.573,11.747,19.967,14.32947143
534,14.553,14.067,0.1333,27.447,12.42,11.587,20.1,14.32961429
535,14.207,13.787,0.12,26.707,12.467,10.727,19.86,13.98214286
536,15.213,12.807,0.0133,27.08,13.487,11.36,19.12,14.15432857
537,15.58,12.26,0,26.153,13.947,11.893,19.267,14.15714286
538,16.253,11.687,0.0267,25.413,14.26,12.287,19.453,14.1971
539,16.533,11.667,0.04,25.7,14.267,12,19.013,14.17428571
540,16.313,12.347,0.1267,26.46,13.8,11.713,18.753,14.2161
541,15.78,12.993,0.1733,27.6,13.487,11.527,19.593,14.45047143
542,14.487,12.713,0.1933,28.107,13.04,11.327,19.88,14.24961429
543,12.78,11.733,0.2267,28.173,12.947,11.027,19.053,13.70567143
544,12.06,12.28,0.1867,28.08,12.64,11.173,19.467,13.6981
545,11.46,12.307,0.1533,27.573,11.887,11.873,19.5,13.53618571
546,11.247,12.807,0.1733,26.76,11.493,12.813,19.48,13.53904286
547,11.713,12.827,0.1533,25.68,11.727,13.233,19.787,13.58861429
548,12.573,11.92,0.1533,24.56,12.053,13.16,19.987,13.48661429
549,13.473,11.173,0.16,25.013,11.873,12.387,19.833,13.416
550,13.653,10.367,0.1467,26.093,11.713,11.48,18.74,13.17038571
551,13.187,9.46,0.1467,26.573,11.62,11.04,17.667,12.81338571
552,13.387,9.78,0.1667,27.227,11.947,10.593,18.587,13.09824286
553,13.133,10.3,0.2067,27.547,12.727,10.46,18.287,13.23724286
554,12.907,10.913,0.2,26.447,13.22,10.313,18.84,13.26285714
555,12.933,11.593,0.2,24.74,12.84,10.027,19.207,13.07714286
556,13.087,12.587,0.2533,23.427,12.567,10.06,18.733,12.95918571
557,13.18,12.267,0.2333,23.973,13.447,11.067,19.167,13.33347143
558,13.513,11.453,0.1667,25.107,13.673,11.867,19.127,13.5581
559,13.987,11.693,0.1733,26.48,13.127,12.113,18.2,13.6819
560,13.787,11.967,0.2267,26.727,13.52,12.24,18.44,13.84395714
561,13.6,11.447,0.3067,26.76,13.8,12.207,18.287,13.77252857
562,13.06,11.507,0.32,26.54,13.54,12.533,18.46,13.70857143
563,12.453,11.34,0.2667,25.6,12.86,12.513,18.907,13.41995714
564,12.72,10.833,0.28,25.78,12.627,12.267,18.52,13.28957143
565,13.067,11.28,0.3467,27.587,13.047,12.947,18.5,13.82495714
566,13.007,11.08,0.3867,27.687,13.247,13.96,19.093,14.06581429
567,12.967,10.013,0.36,26.467,13.107,14.193,19.893,13.85714286
568,13.12,10.047,0.3867,25.68,13.987,15.093,19.907,14.03152857
569,13.067,10.76,0.32,26.133,14.653,14.86,18.653,14.06371429
570,13.367,11.047,0.36,26.8,14.473,14.267,17.253,13.93814286
571,13.687,10.987,0.3867,27.04,13.8,13.84,17.193,13.84767143
572,13.64,10.893,0.4533,26.1,13.627,13.18,17.82,13.67332857
573,13.8,11.387,0.42,25.42,14.12,12.573,17.513,13.60471429
574,13.427,11.247,0.3267,24.653,14.247,12.42,17.14,13.35152857
575,13.02,10.7,0.3267,23.933,13.747,13.04,17.187,13.13624286
576,12.14,9.773,0.2467,23.407,13.72,13.087,18.933,13.04381429
577,12.967,9.547,0.2933,23.413,14.327,13.013,19.053,13.23047143
578,13.647,9.733,0.4333,23.107,14.6,13.067,19,13.36961429
579,14.367,10.78,0.38,23.927,14.347,13.44,18.687,13.704
580,15.24,12.16,0.3067,24.8,13.727,14.153,18.02,14.0581
581,16.013,13.293,0.2467,24.36,13.3,14.527,18.147,14.26952857
582,15.853,14.22,0.1,23.653,12.767,13.987,17.853,14.06185714
583,15.187,14.5,0.16,23.513,12.253,13.3,17.46,13.76757143
584,14.793,13.147,0.1933,26.367,12.22,12.58,17.513,13.83047143
585,15.273,13.56,0.08,26.327,13.033,13.307,17.513,14.15614286
586,15.493,14.007,0.0933,25.973,14.12,13.713,18.147,14.50661429
587,15.133,13.747,0.1133,25.713,15.033,13.127,17.987,14.40761429
588,15.253,12.727,0.12,25.173,15.127,12.08,17.667,14.021
589,15.633,12.353,0.0667,24.893,14.393,12.013,18.187,13.9341
590,15.247,12.08,0.0533,24.44,13.233,12.373,18.687,13.73047143
591,13.76,11.733,0.12,24.713,12.707,12.547,18.087,13.381
592,13.793,11.267,0.1867,26.38,12.907,14.54,16.8,13.69624286
593,13.54,11.413,0.1467,26.7,12.587,14.253,16.2,13.54852857
594,13.24,11.613,0.12,26.413,12.233,14.08,16.533,13.46171429
595,13.34,11.887,0.16,25.54,13.033,13.76,17.133,13.55042857
596,13.673,12.58,0.1667,24.733,14,13.18,17.273,13.65795714
597,14.093,13.067,0.22,24.773,13.68,12.2,17.627,13.66571429
598,14.393,13.26,0.1733,25.853,13.087,11.727,17.513,13.71518571
599,14.573,13.44,0.1867,27.28,13.647,11.707,16.593,13.9181
600,14.373,12.833,0.1333,27.74,13.893,12.293,16.18,13.92075714
601,14.427,12.1,0.1267,26.96,13.407,11.907,15.353,13.46867143
602,14.567,12.507,0.1667,25.893,13.48,11.507,16.24,13.4801
603,14.253,12.827,0.2333,24.487,13.393,11.867,18.253,13.61618571
604,13.24,12.22,0.2333,24.74,12.667,13.133,18.887,13.58861429
605,12.52,13.04,0.1733,27.533,12.72,13.893,18.627,14.07232857
606,12.573,13.593,0.14,28.827,12.7,13.047,17.833,14.10185714
607,13.307,12.54,0.08,27.12,12.16,12.247,17.227,13.52585714
608,14.593,11.707,0.2867,24.773,12.94,11.907,17.027,13.3191
609,13.867,11.7,0.3867,25.86,13.213,12.553,17.307,13.55524286
610,13.34,11.7,0.4533,27.533,13.427,13.34,17.58,13.91047143
611,13.013,12.193,0.2933,27.427,12.987,13.76,17.913,13.9409
612,13.04,12.88,0.1667,26.293,12.76,13.5,18.12,13.82281429
613,12.88,13.347,0.2133,27.7,13.627,13.627,17.9,14.1849
614,12.9,13.213,0.1333,28.38,14.593,13.927,17.527,14.3819
615,13.02,12.887,0.1067,26.92,14.507,14.14,17.5,14.15438571
616,14.313,13.04,0.18,25.333,14.16,13.86,17.527,14.059
617,14.407,12.587,0.22,25.073,14.88,14.113,17.393,14.09614286
618,14.427,12.26,0.26,24.9,14.68,14.133,17.22,13.98285714
619,14.373,12.547,0.2467,25.073,14.36,14.24,16.747,13.94095714
620,14.247,12.927,0.24,24.893,14,14.14,16.127,13.79628571
621,14.147,13.207,0.16,25.78,13.687,13.82,16.387,13.884
622,13.433,13.08,0.1667,27.047,13.767,13.393,16.507,13.91338571
623,12.74,13.087,0.1,27.96,14.5,13.08,15.967,13.91914286
624,12.793,12.673,0.3467,29.32,14.833,13.453,17.24,14.37981429
625,12.253,11.227,0.4067,29.333,13.833,13.113,17.613,13.96838571
626,12.807,10.813,0.4067,30.26,13.087,12.44,17.62,13.9191
627,13.633,11.153,0.3067,30.187,12.673,11.767,17.2,13.84567143
628,13.86,11.18,0.1867,29.367,12.233,12.067,16.727,13.6601
629,14.533,11.587,0.1333,30.327,12.273,12.927,16.607,14.05532857
630,14.507,11.98,0.1467,30.527,12.6,13.107,16.58,14.20681429
631,13.18,11.52,0.18,28.447,12.6,12.633,16.793,13.62185714
632,13.9,12.287,0.2267,26.12,12.493,11.78,17.273,13.43995714
633,13.053,12.613,0.26,26.033,11.807,12.053,17.887,13.38657143
634,13.207,12.9,0.24,27.627,12.52,12.573,18.593,13.95142857
635,13.947,13.107,0.22,29.853,13.62,12.86,18.627,14.60485714
636,14.507,12.953,0.1933,29.533,13.62,12.76,17.847,14.48761429
637,14.98,12.96,0.1467,29.26,13.507,13.033,17.167,14.43624286
638,14.747,12.833,0.0667,28.8,13.153,13.067,16.093,14.10852857
639,14.287,12.807,0.0533,27.78,13.127,12.633,15.78,13.78104286
640,13.833,13.893,0.2867,26.52,13.16,12.173,15.273,13.59124286
641,13.44,13.58,0.32,25.62,13.247,12.193,15.473,13.41042857
642,13.567,12.613,0.24,27.133,12.673,12.52,15.713,13.49414286
643,13.807,12.04,0.2533,28.447,12.06,12.98,15.853,13.63432857
644,14.153,11.2,0.1867,27.9,12.44,13.473,16.28,13.66181429
645,14.76,10.553,0.1533,28.533,12.44,14.233,17.093,13.96647143
646,14.973,10.34,0.1267,29.293,12.48,13.673,16.913,13.97124286
647,14.393,10.847,0.14,27.927,13.1,12.007,16.087,13.50014286
648,14.447,11.867,0.1933,28.173,13.907,10.927,15.04,13.50775714
649,14.84,12.113,0.1867,28.787,14.42,11.313,15.053,13.8161
650,14.787,11.84,0.2267,27.947,15.127,11.853,14.947,13.81824286
651,14.173,11.507,0.2,27.327,14.5,12.187,14.693,13.51242857
652,13.553,11.82,0.2067,27.813,12.76,12.453,14.62,13.31795714
653,13.807,11.667,0.28,28.68,12.533,12.693,15.113,13.539
654,14,11.787,0.26,28.507,13.027,12.473,15.46,13.64485714
655,13.813,12.387,0.32,28.54,13.393,12.16,15.627,13.74857143
656,14.293,12.847,0.3267,28.707,13.133,12.747,16.32,14.05338571
657,14.707,12.727,0.2067,29.133,13.213,13.007,15.547,14.07724286
658,14.747,12.447,0.1733,28.96,13.107,13.633,15.82,14.12675714
659,14.327,11.827,0.1333,27.86,13.187,13.107,16.533,13.85347143
660,14.1,11.18,0.16,27.047,12.867,11.96,16.52,13.40485714
661,14.193,11.573,0.2867,28.007,12.52,12.08,16.44,13.58567143
662,14.373,11.873,0.2,29.173,12.387,12.593,16.513,13.87314286
663,14.367,11.54,0.08,29.327,12.453,12.44,15.933,13.73428571
664,13.867,11.68,0.1067,28.713,13.607,12.267,15.513,13.6791
665,13.047,10.593,0.08,28.773,12.953,12.58,16.247,13.46757143
666,12.98,10.147,0.0933,28.68,13.26,12.567,16.5,13.46104286
667,14.193,10.62,0.0667,28.007,13.713,12.44,15.567,13.51524286
668,15.747,10.893,0.1533,27.047,13.18,12.88,15.1,13.57147143
669,15.993,11.327,0.22,27.473,13.273,13.547,16.893,14.10371429
670,14.953,11.52,0.2533,27.707,13.52,13.453,17.78,14.16947143
671,14.093,11.607,0.28,27.46,13.22,12.993,16.64,13.75614286
672,13.66,12.547,0.2067,27.047,12.82,13.14,16.16,13.65438571
673,13.233,12.047,0.2467,27.953,12.653,13.433,14.527,13.44181429
674,12.84,11.687,0.2467,27.56,12.353,14.033,14.233,13.27895714
675,12.66,11.853,0.26,25.12,13,14.227,14.953,13.15328571
676,12.72,12.327,0.3133,23.027,12.927,13.74,15.947,13.00018571
677,13.553,13.073,0.32,24.253,11.773,13.247,17.187,13.34371429
678,14.507,12.953,0.2667,26.973,11.34,12.513,17.713,13.75224286
679,14.8,12.733,0.2533,28.34,12.193,11.613,16.7,13.80461429
680,16.327,12.487,0.2,28.333,13.387,12.8,16.753,14.32671429
681,14.967,11.8,0.1467,28.833,13.493,12.713,17.473,14.20367143
682,13.513,10.913,0.1867,28.613,13.78,12.54,17.187,13.81895714
683,12.94,10.387,0.2,26.407,14.333,12.6,16.1,13.281
684,12.287,10.42,0.1933,24.047,14.793,13.3,15.52,12.93718571
685,11.52,10.72,0.16,24.053,14.68,14.533,15.98,13.09228571
686,11.933,10.987,0.1333,25.267,14.187,14.193,16.16,13.26575714
687,13.913,11.32,0.1267,26.267,13.667,12.987,15.973,13.46481429
688,14.72,13.013,0.2133,28.68,12.907,13.047,16.5,14.15432857
689,14.907,13.133,0.1933,29.28,12.413,13.087,16.333,14.19232857
690,14.88,13.48,0.1933,28.907,12.4,12.893,15.68,14.0619
691,14.86,12.847,0.2,27.833,13,12.547,15.253,13.79142857
692,14.407,12.053,0.1667,27.66,13.307,12.54,15.933,13.72381429
693,13.453,12.627,0.1333,29.08,12.993,12.76,17.62,14.09518571
694,12.953,12.967,0.1467,29.813,13.093,12.607,17.84,14.20281429
695,13.267,12.007,0.16,29.953,13.38,12.153,16.313,13.89042857
696,13.853,11.393,0.1267,29.64,14.013,12.84,15.727,13.94181429
697,13.027,11.9,0.1067,29.927,13.427,12.8,15.553,13.8201
698,12.813,12.767,0.0533,30.047,13.92,12.327,15.84,13.96675714
699,13.233,12.92,0.0533,29.367,14.76,11.553,16.507,14.05618571
700,13.093,11.98,0.0867,28.993,14.787,11.327,16.933,13.88567143
701,13.38,10.8,0.2267,29.76,14.313,11.627,17.347,13.92195714
702,13.347,10.653,0.1933,29.847,13.853,11.653,16.847,13.77047143
703,13.227,11.193,0.1867,28.72,13.46,11.453,15.52,13.39424286
704,14.26,11.333,0.5867,30.013,13.24,13.133,13.907,13.78181429
705,15.213,10.733,0.4667,29.22,13.613,13.9,14.947,14.01324286
706,15.227,10.42,0.44,27.887,13.74,14.593,16.027,14.04771429
707,14.08,10.66,0.5,27.687,13.84,13.867,16.28,13.84485714
708,13.707,10.9,0.3733,27.14,13.22,13.167,15.953,13.49432857
709,14.707,11.113,0.3467,26.2,13.247,13.82,16.153,13.65524286
710,15.387,11.093,0.3467,26.527,14.127,14.267,16.167,13.98781429
711,15.093,11.3,0.2533,27.56,14.04,14.04,15.52,13.97232857
712,15.18,10.807,0.3667,27.82,13.427,14.113,16.52,14.03338571
713,14.213,10.733,0.1933,27.987,12.84,13.153,16.18,13.61418571
714,13.76,10.893,0.0667,27.993,12.5,12.187,15.333,13.24752857
715,14.333,11.027,0.1067,28.06,12.5,12.42,15.12,13.36667143
716,14.553,11.207,0.16,27.587,13.267,13.387,15.567,13.67542857
717,14.6,11.707,0.2533,27.453,14.433,13.347,16.033,13.97518571
718,14.2,11.533,0.1867,26.073,14.747,12.6,15.853,13.59895714
719,13.873,10.58,0.14,24.713,13.893,12.5,15.447,13.02085714
720,12.673,9.913,0.18,25.58,11.853,13.147,15.14,12.64085714
721,11.42,9.96,0.2067,26.327,12.493,12.613,14.873,12.5561
722,11.28,10.213,0.2267,26.347,13.273,12.627,15.087,12.72195714
723,12,10.52,0.2467,25.96,13.353,12.88,15.38,12.90567143
724,12.387,10.92,0.2133,25.5,13.287,13.3,15.947,13.07918571
725,12.68,10.793,0.1867,25.167,13.693,13.46,16.54,13.2171
726,13.227,9.8,0.1933,25.493,14.213,13.187,16.687,13.25718571
727,13.393,8.9,0.1667,25.727,14.133,12.273,16.22,12.97324286
728,14.127,8.633,0.3333,26.193,15.04,11.807,16.167,13.18575714
729,13.913,9.42,0.2333,28,14.627,11.933,16.013,13.44847143
730,13.153,10.5,0.2267,29.473,14.533,11.813,16.653,13.76452857
731,11.767,11.253,0.2733,28.427,14.427,11.907,16.887,13.56304286
732,10.507,11.487,0.3667,25.687,14.067,12.713,16.367,13.02781429
733,10.953,11.207,0.4133,25.36,13.987,13.607,16.34,13.1239
734,11.78,10.62,0.3733,25.593,13.82,12.907,16.167,13.03718571
735,11.847,10.22,0.3933,24.82,13.587,11.933,15.2,12.57147143
736,12.18,10.46,0.2067,24.18,13.86,11.96,15.247,12.58481429
737,12.507,10.293,0.1733,23.987,13.42,12.58,14.393,12.47904286
738,12.58,10.153,0.1,23.627,13.573,12.593,14.14,12.39514286
739,12.653,10.247,0.0733,23.44,13.84,11.973,14.84,12.43804286
740,12.847,10.287,0.0333,23.44,14.027,11.293,15.233,12.45147143
741,12.947,10.013,0.0333,24.42,14.007,12.06,15.533,12.71618571
742,12.387,9.613,0.1,25.113,14.307,12.66,15.427,12.801
743,12.047,9.4,0.1,25.38,14.587,12.233,15.4,12.73528571
744,13.053,9.573,0.0467,26.72,13.88,11.633,14.893,12.82838571
745,13.947,9.873,0.0133,26.58,13.767,13.067,15.42,13.23818571
746,13.607,9.88,0,26.553,14.52,13.847,15.767,13.45342857
747,13.24,9.707,0.04,26.52,15.073,13.347,15.693,13.37428571
748,13.32,9.8,0.0867,26.067,14.347,12.5,15.573,13.0991
749,12.48,10.2,0.1,26.073,14.66,11.933,16.113,13.07985714
750,11.527,9.867,0.1333,24.933,14.64,11.173,16.293,12.65232857
751,11.287,9.447,0.1933,22.987,13.92,10.453,15.987,12.03918571
752,11.527,9.527,0.4667,21.513,13.86,11.093,15.247,11.89052857
753,11,10.107,0.38,20.427,13.973,11.387,15.547,11.83157143
754,10.787,10.34,0.26,20.96,13.993,10.913,15.747,11.85714286
755,11.873,10.267,0.28,20.587,13.2,10.04,15.24,11.641
756,12.88,10.84,0.3333,19.32,12.847,9.32,14.913,11.49332857
757,13.207,11.74,0.42,20.493,13.893,9.5,15.413,12.09514286
758,13.207,11.067,0.38,21.26,14.873,10.147,15.587,12.36014286
759,13.193,9.5,0.32,19.473,14.533,10.587,15.16,11.82371429
