Distance_(pixels),IMG_6561,IMG_6562,IMG_6563,IMG_6564,IMG_6565,IMG_6566,IMG_6567,Average
2113,46.7,56.613,1.3867,63.373,46.72,54.447,122.327,55.9381
2114,44.613,59.833,1.2467,61.273,46.513,51.773,121.153,55.20067143
2115,45.413,61.08,1.22,62.587,46.007,49.9,117.833,54.86285714
2116,46.933,61.427,1.2467,65.193,45.627,49.3,111.92,54.52095714
2117,46.36,61.327,1.1667,64.6,45.313,49.86,105.547,53.45338571
2118,45.447,62.127,1.1867,62.773,45.46,48.627,99.72,52.19152857
2119,44.007,64.18,1.56,63.373,45.833,45.867,95.947,51.53814286
2120,43.913,69.547,1.6067,63.573,46.167,44.467,93.473,51.82095714
2121,43.9,72.233,1.8533,63.2,45.3,46.64,93.86,52.42661429
2122,44.447,74.913,1.6733,62.22,44.313,48.5,94.9,52.99518571
2123,44.547,77.073,1.2333,61.707,44.62,46.213,97.247,53.23432857
2124,42.9,79.593,1.1733,61.453,45.193,43.607,98.64,53.22275714
2125,42.96,79.6,1.3,61.773,44.953,44.813,97.927,53.33228571
2126,43.647,80.907,1.5,61.627,44.08,45.053,95.887,53.243
2127,42.607,84.88,1.62,59.993,44.047,44.053,94.827,53.14671429
2128,42.053,91.4,1.6,59.133,45.267,44.66,95.487,54.22857143
2129,43.753,96.82,1.8533,61.04,45.913,45.1,99.76,56.3199
2130,44.427,100.867,1.9267,64.627,44.547,46.367,103.8,58.08024286
2131,43.707,103.487,1.8467,67.767,43.573,45.96,107.193,59.07624286
2132,42.46,103.993,2.1933,68.6,43.547,44.187,111.133,59.44475714
2133,41.72,104.2,2.9733,69.207,44.167,45.127,114.873,60.3239
2134,41.687,104.647,3.8,69.513,45.18,46.5,117.273,61.22857143
2135,42.28,105.26,4.3133,68.52,45.04,45.62,117.2,61.17618571
2136,43.773,107.24,6.96,69.7,44.52,43.673,116.307,61.739
2137,43.427,110.187,11.88,69.567,45.9,45.707,116.887,63.365
2138,42.373,114.387,14.5133,67.447,48.173,47.24,116.18,64.33047143
2139,42.067,118.387,10.7933,67.487,49.88,46.587,114.12,64.18875714
2140,42.913,119.713,6.6067,67.447,50.32,44.967,111.033,63.28567143
2141,42.86,120.253,6.1267,67.12,51.547,44.913,109.22,63.14852857
2142,41.673,120.833,6.6467,73.34,53.34,45.927,107.04,64.11424286
2143,41.34,121.88,6.1333,83.493,54.527,46.427,105.38,65.59718571
2144,41.487,125.073,6.7933,97.667,54.653,46.013,104.48,68.02375714
2145,41.633,126.107,10.3467,99.727,55.82,46.347,104.42,69.2001
2146,42.327,126.307,13.4,99.053,56.36,46.64,105.18,69.89528571
2147,43.307,127.467,14.02,96.94,57.493,46.653,105.173,70.15042857
2148,44.187,128.287,12.6133,98.587,59.613,46.947,104.28,70.6449
2149,44.907,128.587,10.96,101.72,60.62,48.047,104.58,71.34585714
2150,44.06,129.247,11.52,103.86,59.813,48.407,105.707,71.802
2151,42.613,129.253,13.12,107.553,59.44,47.087,105.627,72.099
2152,44.667,131.473,15.3,122.333,61.813,45.88,106.793,75.46557143
2153,42.373,131.173,14.1333,135.407,61.993,47.213,106.54,76.97604286
2154,41.187,131.447,12.4333,140.627,62.507,48.347,105.973,77.50304286
2155,44.36,132.573,11.44,138.473,63.753,47.3,106.4,77.757
2156,49.093,133.453,12.1067,135.613,65.327,45.98,107.093,78.38081429
2157,53.96,133.373,13.1667,135.653,67.673,47.807,107.52,79.87895714
2158,57.567,132.893,13.7467,137.78,70.52,49.473,108.153,81.44752857
2159,59.34,133.047,14.1267,138.8,72.6,48.6,107.893,82.0581
2160,61.533,134.113,14.6733,140.86,74.42,47.033,108.713,83.04932857
2161,66.52,134.593,15.4067,144.82,75.38,48.593,110.033,85.04938571
2162,74.747,134.513,16.88,150.873,75.46,49.52,111.847,87.69142857
2163,82.72,134.393,17.06,155.973,76.193,49.347,111.82,89.64371429
2164,91.7,135.053,17.1533,157.68,79.087,48.933,111.113,91.53132857
2165,103.093,135.047,18.0667,158.053,81.187,49.167,112.26,93.8391
2166,107.973,134.953,18.44,157.867,83.72,49.167,113.213,95.04757143
2167,103.78,134.533,17.1933,158.167,86.867,48.207,111.073,94.26004286
2168,95.487,135.393,16.0533,158.88,90.507,50.733,110.473,93.93232857
2169,93.08,135.153,16.6667,158.96,93.233,52.553,108.867,94.07324286
2170,92.007,135.24,18.1067,158.74,95.867,53.807,108.093,94.55152857
2171,94.593,134.887,18.14,158.173,99.553,53.013,106.933,95.04171429
2172,101.713,134.533,16.6333,157.78,102.84,51.733,105.52,95.82175714
2173,112.973,135.2,16.26,158.78,105.8,51.98,104.613,97.94371429
2174,121.34,135.86,17.0867,159.213,109.927,52.793,103.987,100.0295286
2175,124.453,135.94,17.22,158.873,112.493,52.993,102.993,100.7092857
2176,123.893,136.02,17.14,159.56,114.647,54.173,104.1,101.3618571
2177,123.027,134.66,17.08,160.02,117.227,53.96,104.28,101.4648571
2178,122.333,133.627,18.84,160.02,119.02,54.367,103.367,101.6534286
2179,124.533,132.727,24.9267,159.9,119.187,55.02,103.713,102.8581
2180,126.833,132.327,30.64,160.06,119.187,55.807,104.413,104.181
2181,128,131.947,33.2533,160.227,121.353,56.34,104.553,105.0961857
2182,126.62,130.993,33.9867,160.053,122.507,55.707,103.98,104.8352429
2183,125.88,128.967,29.82,159.767,122.127,54.467,101.72,103.2497143
2184,128.713,128.42,22.5733,160.667,121.833,54.327,103.393,102.8466143
2185,128.707,127.32,17.6667,160.107,122.52,55.587,104.613,102.3601
2186,130.1,127.667,13.7667,161.28,123.813,57.4,104.9,102.7038143
2187,132.093,127.393,12.3467,162.653,124.513,58.173,104.38,103.0788143
2188,133.553,127.167,10.9467,163.053,124.213,57.333,104.773,103.0055286
2189,134.087,127.253,11.4933,163.553,124.653,57.033,105.253,103.3321857
2190,134.333,126.893,12.7,164.027,125.033,56.793,105.613,103.6274286
2191,134.48,125.633,11.7,163.233,124.513,56.093,106.067,103.1027143
2192,134.96,126.807,12.0333,163.853,125.46,57.267,106.593,103.8533286
2193,135.98,127.46,12.0333,163.133,126.027,58.967,106.947,104.3639
2194,136.5,127.593,12.6533,162.553,126.353,60.927,107.707,104.8980429
2195,136.047,127.113,13.3,162.64,126.107,61.953,109.24,105.2
2196,135.727,127.267,13.6267,162.853,126.487,62.767,110.193,105.5601
2197,135.98,126.993,13.48,162.467,127.467,65.04,111.213,106.0914286
2198,137.307,127.093,13.6,160.853,127.807,67.093,113.147,106.7
2199,138.747,127.167,14.16,159.153,127.947,67.553,115.533,107.18
2200,140.407,126.267,15.2867,155.627,127.967,69.193,117.22,107.4239571
2201,139.287,125.1,17.82,154.353,128.967,70.74,120.253,108.0742857
2202,137.98,124.56,20.9,152.54,129.487,71.987,124.313,108.8238571
2203,137.907,123.413,23.5133,151.027,129.753,71.793,129.907,109.6161857
2204,140.28,122.2,25.62,150.193,130.013,72.687,135.22,110.8875714
2205,144.56,120.78,27.14,150.907,130.373,75.42,140.233,112.7732857
2206,149.86,119.22,25.8267,151.847,131.14,77.053,143.473,114.0599571
2207,153.46,117.82,22.14,152.093,131.38,78.76,145.087,114.3914286
2208,157.14,116.613,19.5533,154.2,132.347,83.26,150.98,116.2990429
2209,159.033,115.793,15.1267,154.273,133.047,86.48,152.48,116.6046714
2210,160.567,115.593,12.7,155.253,133.527,87.58,152.653,116.839
2211,157.353,115.473,11.7067,155.833,133.32,87.36,156.407,116.7789571
2212,149.033,114.44,10.0333,154.713,133.667,88.827,158.273,115.5694714
2213,140.433,113.1,9.2467,155.053,134.153,90.793,157.473,114.3216714
2214,133.887,113.187,8.7733,156.033,134.893,90.467,153.113,112.9076143
2215,128.773,113.267,7.9467,155.433,135.133,89.867,150.233,111.5218143
2216,124.32,113.42,8.6467,155.1,136.347,91.233,152.427,111.6419571
2217,122.407,113.033,9.2133,155.38,136.113,91.88,150.013,111.1484714
2218,121.773,112.727,9.3533,155.36,135.98,91.513,147.613,110.6170429
2219,122.413,112.507,9.08,154.633,135.207,91.833,146.393,110.2951429
2220,122.26,112.667,9.1333,154.24,135.013,93.08,145.547,110.2771857
2221,122.02,112.567,9.66,154.147,134.18,93.467,144.66,110.1001429
2222,122.233,112.34,9.34,153.867,132.76,92.88,143.567,109.5695714
2223,122.44,112.027,8.4867,152.853,131.427,92.1,142.827,108.8801
2224,124.827,112.78,9.5333,151.24,129.287,93.693,142.913,109.1819
2225,128.747,111.887,9.8733,150.107,126.847,95.3,142.867,109.3754714
2226,133.94,111.567,10.46,148.26,123.667,96.033,142.46,109.4838571
2227,137.093,110.887,11.66,146.447,121.88,96.727,141.76,109.4934286
2228,139.107,109.88,12.7933,145.953,121.787,96.407,141.153,109.5829
2229,141.24,109.14,13.78,145.9,121.387,97.833,140.08,109.9085714
2230,144.647,107.573,14.7867,146.613,121.487,100.3,138.72,110.5895286
2231,147.387,105.173,15.9133,147.167,122.04,99.56,137.54,110.6829
2232,148.007,104.46,15.8933,147.867,122.433,99.133,135.667,110.4943286
2233,151.073,104.3,14.9667,147.453,123.173,101.587,132.813,110.7665286
2234,153.72,104.48,14.0733,147.12,124.067,102.72,130.2,110.9114714
2235,150.46,103.86,13.1467,146.493,124.167,103.833,128.64,110.0856714
2236,139.367,102.42,12.24,146.633,124.513,105.773,127.3,108.3208571
2237,128.573,102.06,11.22,147.313,124.787,107.873,127.067,106.9847143
2238,122.82,102.153,10.1733,147.453,125.4,109.06,126.607,106.2380429
2239,120.44,101.667,9.1533,146.547,125.693,110.033,125.36,105.5561857
2240,118.34,100.993,8.52,146.313,126.567,111.373,125.513,105.3741429
2241,114.613,102.693,8.3333,146.607,125.593,111.613,125.153,104.9436143
2242,110.093,105.08,7.9467,146.287,125.327,111.193,124.813,104.3913857
2243,107.6,107.78,7.6867,145.407,125.207,112.06,124.353,104.2991
2244,107.8,109.58,7.6267,145.273,124.98,113.94,123.42,104.6599571
2245,109.227,112.273,7.8067,145.533,123.807,113.84,123.28,105.1095286
2246,110.633,114.593,7.7667,145.867,121.567,113.213,123.407,105.2923857
2247,111.5,117.093,7.46,145.493,119.013,114.273,123.047,105.4112857
2248,112.693,123.847,7.5467,145.393,116.48,115.473,124.473,106.5579571
2249,112.533,130.42,7.2067,144.293,115.353,114.52,124.587,106.9875286
2250,113.227,133.18,7.7,143.333,114.333,115.52,124.127,107.3457143
2251,114.033,134.373,7.7067,143.033,111.887,116.347,123.98,107.3371
2252,116.393,136.027,7.0467,142.6,109.587,115.587,124.28,107.3601
2253,119.76,138.02,6.8,140.14,108.947,115.573,123.553,107.5418571
2254,123.527,139.893,7.1067,135.593,109.34,116.173,122.993,107.8036714
2255,125.487,141.607,7.5,132.26,108.82,115.327,123.753,107.822
2256,126.453,142.613,8.0067,131.173,109.76,114.547,124.84,108.1989571
2257,126.06,143.607,7.9733,130.607,109.507,114.087,124.293,108.0191857
2258,126.327,144.773,8.6667,130.833,109.647,113.567,124.533,108.3352429
2259,127.667,145.58,9.3133,131.973,110.587,112.42,126.127,109.0953286
2260,128.993,146.053,9.0733,132.32,111.607,110.527,128.353,109.5609
2261,128.473,146.093,9.1667,132.267,111.287,108.693,129.44,109.3456714
2262,125.333,146.533,9.8067,131.96,111.713,107.827,130.5,109.0961
2263,121.987,146.96,10.2667,131.313,111.287,107.5,132,108.7591
2264,119.933,148.373,11.7333,132.073,112.873,109.773,133.867,109.8036143
2265,115.54,147.733,12.5667,131.36,114.293,109.627,134.14,109.3228143
2266,107.48,147.76,13.2667,131.92,115.093,109.633,134.427,108.5113857
2267,100.22,148.293,15.7533,132.507,115.28,109.34,134.76,108.0219
2268,94.36,149.167,18.3733,132.473,115.733,109.553,135.4,107.8656143
2269,92.853,150.64,21.78,133.393,116.72,110.713,135.86,108.8512857
2270,91.633,151.493,24.2533,134.727,117.793,111.693,135.68,109.6103286
2271,90.28,151.087,27.4133,134.773,118.653,111.747,135.54,109.9276143
2272,89.98,151.807,29.8667,136.2,120.1,112.333,136.367,110.9505286
2273,90.967,151.9,31.44,137.733,121.253,112.293,136.78,111.7665714
2274,91.48,152.2,32.4333,140.173,122.287,112.8,137.173,112.6494714
2275,92.14,152.273,34.1067,141.687,122.953,112.873,136.88,113.2732429
2276,92.867,151.467,39.7333,142.193,124.693,112.707,136.433,114.2990429
2277,92.847,150.02,46.78,142.44,126.88,112.667,136.713,115.4781429
2278,92.06,147.553,52.26,143.133,128.28,113.26,137.307,116.2647143
2279,91.787,144.767,55.4933,142.707,128.733,112.627,137.273,116.1981857
2280,92.847,144.807,63.0733,143.593,130.227,113.08,137.74,117.9096143
2281,96.98,144.707,67.8,145.047,131.613,113.16,137.633,119.5628571
2282,100.387,143.873,58.44,145.42,132.253,113.06,137.88,118.759
2283,102.433,142.333,53.1467,147.627,132.513,112.92,138.193,118.4522429
2284,103.233,140.36,52.9533,153.167,133.44,112.473,138.667,119.1847571
2285,105.007,138.62,44.2267,148.147,134.733,111.793,138.927,117.3505286
2286,108,137.953,40.38,149.007,135.54,110.993,139.727,117.3714286
2287,111.76,137.373,39.3667,152,135.76,110.8,140.44,118.2142429
2288,115.76,136.627,40.02,155.18,136.593,111.527,141.667,119.6248571
2289,119.207,135.687,38.64,153.24,136.333,111.433,140.62,119.3085714
2290,121.647,134.6,36.36,151.72,136.82,111.653,140.14,118.9914286
2291,124.787,134.533,36.3733,152.307,137.493,110.973,140.347,119.5447571
2292,128.793,134.007,36.7533,152.967,137.52,109.933,140.267,120.0343286
2293,132.467,131.627,37.1533,152.493,137.58,110.193,139.413,120.1323286
2294,134.753,128.047,38.0867,152.313,137.787,111.173,138.453,120.0875286
2295,136.067,123.6,37.0733,152.953,137.633,110.973,137.26,119.3656143
2296,138.467,121.307,35.48,154.6,137.893,110.207,134.793,118.9638571
2297,140.393,120.32,33.4733,156.587,137.793,110.02,130.38,118.4237571
2298,142.5,118.347,30.66,153.32,137.853,110.633,126.88,117.1704286
2299,143.727,115.893,26.9267,150.847,138.813,110.9,122.433,115.6485286
2300,146.933,113.667,22.8533,152.667,140.047,110.407,114.78,114.4791857
2301,146.773,112.447,19.56,151.867,140.953,109.747,110.38,113.1038571
2302,149.673,112.087,17.5867,151.187,141.067,109.56,109.12,112.8972429
2303,151.793,112.207,16.4,149.473,140.613,109.38,107.807,112.5247143
2304,148.58,112.653,15.9467,150.58,143.5,110.5,103.48,112.1771
2305,150.1,112.78,15.2733,149.593,144.88,110.373,99.013,111.7160429
2306,153.393,112.327,14.92,148.74,145.62,109.973,95.933,111.558
2307,154.773,112.393,14.7933,148.307,145.773,109.613,93.913,111.3664714
2308,155.64,113.127,14.1667,148.28,146.08,109.053,92.12,111.2095286
2309,155.613,113.187,13.7733,148.68,146.62,108.92,90.8,111.0847571
2310,152.733,112.993,12.6533,148.387,146.993,109.14,89.493,110.3417571
2311,151.853,113.16,11.56,147.193,147.493,109.22,87.467,109.7065714
2312,152.527,114.013,10.9667,145.607,147.96,108.853,86.213,109.4485286
2313,151.007,113.667,11.3333,144.82,147.88,107.753,85.28,108.8200429
2314,148.28,113.387,11.74,143.833,148.38,107.187,84.067,108.1248571
2315,145.713,114.107,11.78,142.2,148.647,107.867,81.18,107.3562857
2316,144.553,114.78,12.4067,141.62,148.46,108.24,78.213,106.8961
2317,144.007,114.453,13.06,141.78,149.253,107.5,78.267,106.9028571
2318,143.947,114.127,13.08,140.707,150.4,106.72,78.9,106.8401429
2319,143.173,114.567,12.86,139.233,150.847,106.28,77.947,106.4152857
2320,142.987,116.047,13.72,139.693,151.16,105.84,78.067,106.7877143
2321,142.573,115.48,13.9733,139.16,149.913,106.213,77.86,106.4531857
2322,141.54,115.393,13.1533,138.253,148.713,106.52,78.92,106.0703286
2323,140.587,115.58,13.0533,137.32,147.187,106.847,80.42,105.8563286
2324,139.967,116.347,13.2333,136.953,144.42,107.427,79.76,105.4439
2325,138.94,116.947,13.16,136.653,142.38,108.3,78.16,104.9342857
2326,137.447,116.8,13.5267,135.987,142.093,109.607,77.173,104.6619571
2327,135.853,115.82,13.82,135.113,140.12,110.16,77.173,104.0084286
2328,133.707,116.74,14.3067,135.1,137.953,111.487,78.88,104.0248143
2329,131.513,117.027,14.1933,134.553,136.233,112.573,79.64,103.6760429
2330,130.513,117.88,14.48,134.1,135.847,113.687,78.667,103.5962857
2331,129.26,117.9,14.9133,133.813,134.907,115,77.167,103.2800429
2332,125.073,117.42,15.52,133.613,132.96,115.653,77.307,102.5065714
2333,120.727,117.58,15.86,133.913,131.02,116.973,77.847,101.9885714
2334,118.427,117.913,15.08,133.98,130.653,118.853,78.047,101.8504286
2335,117.527,117.953,13.6533,133.36,130.48,120.933,78.473,101.7684714
2336,117.787,118.713,15.0667,132.24,129.933,125.853,78.013,102.5151
2337,117,118.76,16,133.073,128.52,128.833,77.92,102.8722857
2338,115.173,118.68,16.22,133.32,125.24,132.893,77.14,102.6665714
2339,113.473,118.8,15.8067,133.04,122.433,135.853,77.16,102.3665286
2340,113.04,118.86,15.7267,132.88,121.06,136.64,78.4,102.3723857
2341,113.693,118.38,15.6667,133.16,119.813,137.247,78.713,102.3818143
2342,114.06,118.547,15.54,133.127,117.273,138.08,77.213,101.9771429
2343,114.147,119.767,15.7133,132.667,115.333,138.44,75.707,101.6820429
2344,113.913,120.987,15.8,133.033,114.993,139.393,77.9,102.2884286
2345,114.433,120.147,16.0933,133.247,114.367,139.8,78.42,102.3581857
2346,114.487,119.267,15.8267,133.707,113.1,140.28,76.853,101.9315286
2347,113.727,118.227,15.8067,133.84,112.433,140.18,75.393,101.3723857
2348,114.127,117.547,15.5133,133.573,112.72,140.147,75.393,101.2886143
2349,115.127,117.467,15.0267,133.387,112.733,140.86,76.333,101.5619571
2350,115.627,117.007,15.24,133.32,112.433,141.52,76.713,101.6942857
2351,115.493,115.88,15.28,132.793,112.333,141.767,75.273,101.2598571
2352,116.06,115.833,16.06,133.473,113.087,142.28,75.207,101.7142857
2353,116.3,115.42,16.32,133.773,112.847,142.2,76.593,101.9218571
2354,116.2,114.387,16.5533,133.96,113.06,142.04,76.513,101.8161857
2355,116.12,114.787,16.78,133.513,112.88,141.353,75.213,101.5208571
2356,116.48,114.073,16.78,133.293,112.4,140.46,74.793,101.1827143
2357,117.013,112.553,17.74,134.32,112.74,139.973,75.08,101.3455714
2358,117.72,109.873,18.9867,134.447,113.407,138.593,74.867,101.1276714
2359,117.88,106.693,19.9133,132.693,113.247,136.9,74.5,100.2609
2360,119,103.187,24.8267,133.127,114.107,135.54,76.16,100.8496714
2361,118.773,98.487,28.3,133.613,113.907,133.6,75.6,100.3257143
2362,118.66,93.46,29.2,133.567,113.647,132.453,74.387,99.33914286
2363,119.247,90.333,29.2933,133.887,113.767,130.42,74.7,98.80675714
2364,120.933,84.407,26.8133,133.96,114.047,125.567,75.033,97.25147143
2365,120.493,78.393,21.76,132.667,114.107,121.5,75.073,94.85614286
2366,119.627,70.92,16.92,133.407,113.887,119.873,75.067,92.81442857
2367,119.82,64.1,13.22,134.587,113.567,118.913,73.873,91.15428571
2368,121.6,62.033,10.3,135.127,114.093,116.213,74.42,90.54085714
2369,121.433,61.253,8.92,135.067,114.253,115.08,75.067,90.15328571
2370,120.827,59.867,7.8333,134.493,114.14,111.82,75.233,89.17332857
2371,121.173,58.273,6.48,134.327,113.94,108.22,75.007,88.20285714
2372,122.167,56.02,4.9933,134.36,114.007,106.333,75.867,87.67818571
2373,122.093,55.313,4.5867,134.22,114.167,103.407,77.387,87.31052857
2374,122.1,55.86,3.9133,134.433,113.947,96.733,76.887,86.26761429
2375,122.767,55.427,3.3267,135.347,113.367,90.087,74.527,84.97838571
2376,124.24,53.9,3.0933,135.38,113.227,87.84,72.7,84.34004286
2377,123.9,53.207,3.3,135.213,113.687,86.887,67.213,83.34385714
2378,123.427,52.107,3.1,134.947,113.907,86.453,61.02,82.13728571
2379,123.073,51.58,3.2133,133.987,113.567,85.853,55.827,81.01432857
2380,122.993,51.527,3.0067,133.58,113.28,84.68,53.247,80.33052857
2381,123.927,51.447,2.78,134.333,113.26,83.987,54.28,80.57342857
2382,125.813,51.313,2.98,133.347,113.113,83.66,55.187,80.77328571
2383,126.893,51.133,3.1,129.72,112.853,83.013,54.18,80.12742857
2384,129.34,51.333,3.5467,129,113.253,83.847,52.167,80.35524286
2385,131.987,51.58,3.6733,128.187,112.653,84.087,52.46,80.66104286
2386,132.533,52,3.6533,128.34,112.64,83.153,51.533,80.55032857
2387,132.713,51.633,3.4533,128.473,113.12,82.64,50.26,80.32747143
2388,132.753,52.247,3.2533,127.113,113.6,83.6,50.533,80.44275714
2389,133.553,52.813,3.3333,125.393,113.56,84.933,51.313,80.69975714
2390,134.807,52.393,3.54,123.367,113.28,84.233,50.647,80.32385714
2391,134.507,50.887,3.8667,120.973,113.36,83.007,49.233,79.40481429
2392,132.073,51.44,3.7333,119.16,113.007,83.627,48.327,78.76675714
2393,125.68,51.993,3.2533,115.627,112.787,84.607,49.12,77.58104286
2394,116.113,52.353,3.0333,109.327,113.127,85.04,50.187,75.59718571
2395,105.713,51.86,3.0867,102.693,113.647,84.18,49.793,72.9961
2396,96.173,51.093,3.14,95.5,112.84,83.907,48.527,70.16857143
2397,90.807,51.76,3.3333,88.793,111.56,84.547,48.847,68.52104286
2398,86.593,51.787,3.4467,84.453,111.22,85.053,49.307,67.40852857
2399,82.327,51.247,3.3133,82.833,111.233,84.967,49.047,66.4239
2400,77.36,51.673,3.22,83.24,111.04,84.7,49.453,65.81228571
2401,72.493,52.727,3.3867,81.147,109.507,84.32,48.687,64.60967143
2402,68.08,52.613,3.3867,79.733,106.393,84.407,47.353,63.13795714
2403,65.947,51.813,3.2467,79.64,103.427,84.607,48.633,62.47338571
2404,63.727,52.22,3.2333,79.173,100.273,84.84,50.487,61.99332857
2405,61.727,52.84,3.12,78.38,96.42,84.46,49.667,60.94485714
2406,60.48,51.62,2.8533,78.467,89.447,84.393,48.687,59.42104286
2407,59.707,50.327,2.8933,78.947,81.22,84.727,48.08,57.9859
2408,59.887,51.927,3.22,78.68,72.32,85.26,47.36,56.95057143
2409,58.647,52.787,3.4133,77.387,67.24,84.6,47.233,55.90104286
2410,57.627,53.56,3.5733,76.08,64.973,84.1,48.387,55.47147143
2411,57.433,54.027,3.2733,74.98,65.447,84.3,49.467,55.56104286
2412,57.487,54.38,2.9467,74.293,63.833,84.9,49.013,55.26467143
2413,58.087,54.953,2.8733,74.833,62.04,85,48.447,55.17618571
2414,58.167,56.76,3.0467,76.067,61.793,84.447,47.513,55.3991
2415,57,58.98,3.2867,76.547,61.827,84.307,46.047,55.42781429
2416,55.367,60.28,3.32,77.56,61.673,85.067,47.173,55.77714286
2417,55.793,60.22,3.4667,76.3,59.907,85.053,45.927,55.2381
2418,56.453,61.467,3.6867,75.78,58.087,85.16,46.527,55.30867143
2419,56.647,63.047,3.7533,75.827,56.48,85,47.673,55.48961429
2420,56.447,63.56,3.6,76.32,55.253,85.367,47.053,55.37142857
2421,56.533,63.867,3.5667,77.513,55.033,86.967,46.647,55.73238571
2422,56.22,64.067,3.5267,77.047,55.28,87.193,46.553,55.6981
2423,55.227,63.48,3.46,75.14,54.72,85.64,45.633,54.75714286
2424,54.207,65.26,3.7467,74.553,56.32,86.627,47.4,55.44481429
2425,53.713,65.307,3.7067,74.993,56.36,87.88,47.373,55.61895714
2426,54.8,65.907,3.7333,75.96,56.36,89.647,46.76,56.16675714
2427,56.007,65.573,3.7933,76.893,56.2,90.553,46.48,56.4999
2428,55.58,65,3.9867,77.193,55.667,90.147,46.773,56.33524286
2429,55.62,65.493,4.1533,78.273,55.107,89.487,45.713,56.26375714
2430,55.773,66.627,4.0933,78.56,55.073,87.667,44,55.97047143
2431,54.987,66.787,4.0533,77.727,55.68,85.167,43.78,55.45447143
2432,54.28,67.44,3.76,77.46,56.447,81.88,45.28,55.221
2433,54.873,66.593,3.9467,77.64,56.633,78.013,45.253,54.70738571
2434,55.52,66.507,3.96,77.38,56.107,75.48,45.28,54.31914286
2435,55.74,67.1,4.16,77.987,55.893,73.193,45.18,54.179
2436,55.96,67.073,4.4933,78.58,55.767,69.533,44.887,53.75618571
2437,56.587,65.993,4.6133,78.88,56.753,68.673,44.7,53.74275714
2438,56.22,64.027,4.7533,79.253,58.567,68.4,44.313,53.64761429
2439,54.82,62.38,4.5267,79.007,58.753,66.113,43.993,52.79895714
2440,55.173,60.813,5.28,78.867,57.66,60.173,44.24,51.74371429
2441,56.813,60.353,5.02,78.407,58.18,53.733,45.02,51.07514286
2442,57.48,58.7,5.38,78.853,58.793,48.187,45.107,50.35714286
2443,55.84,56.28,6.0333,79.98,58.533,45.873,44.487,49.57518571
2444,55.133,54.073,6.0933,82.493,58.147,43.413,44.207,49.0799
2445,56.287,53.68,5.9733,87.34,58.587,40.853,44.413,49.59047143
2446,56.767,52.72,5.44,92.08,58.793,39.433,43.98,49.88757143
2447,56.62,51.127,4.9,94.153,58.233,39.053,43.253,49.61985714
2448,57.287,51.18,4.9267,97.853,59.2,39.467,44.673,50.65524286
2449,58.3,51.02,4.4067,99.46,59.767,39.673,43.58,50.88667143
2450,57.253,49.52,3.7733,99.813,60.293,38.433,42.58,50.2379
2451,55.84,47.073,3.5067,100.053,61.387,36.933,43.08,49.6961
2452,56.12,45.72,3.1733,100.973,61.733,36.827,43.433,49.71132857
2453,56.667,45.407,3.02,101.953,60.673,37.02,42.327,49.581
2454,56.78,44.92,2.7867,103.08,59.753,36.74,40.927,49.28381429
2455,57.093,44.413,2.84,102.607,60.153,36.533,40.967,49.22942857
2456,58.76,43.853,2.8067,101.853,62.227,36.233,41.86,49.6561
2457,61.107,43.373,2.6,101.493,63.027,36.453,41.807,49.98
2458,63.86,43.593,2.4067,103.267,62.727,36.14,41.027,50.43152857
2459,67.34,43.42,2.3933,103.867,62.867,35.78,40.12,50.82675714
2460,69.433,42.347,2.3933,100.62,63.02,35.413,39.273,50.35704286
2461,70.38,42.927,2.4,97.407,63.293,34.873,38.393,49.95328571
2462,72.2,43.073,2.3667,96.327,63.807,34.02,37.293,49.86952857
2463,74.773,42.173,2.3933,96.16,63.42,33.573,36.153,49.80647143
2464,78.767,42.707,2.4933,95.353,64.287,33.493,35.3,50.3429
2465,78.227,41.973,2.3533,93.507,64.887,32.64,34.433,49.71718571
2466,78.227,42.9,2.3467,90.893,64.22,32.027,34.54,49.30767143
2467,79.173,43.733,2.5067,89.627,64.6,32.567,33.86,49.4381
2468,80.3,42.9,2.5667,87.8,66.26,33.587,32.12,49.36195714
2469,82.2,43.293,2.5,86.047,65.88,33.88,32.5,49.47142857
2470,84.14,43.347,2.28,85.233,64.5,33.447,33.04,49.42671429
2471,85.08,41.287,2.3133,82.973,64.54,32.973,32.287,48.77904286
2472,85.933,40.667,2.0467,80.42,65.353,33.84,31.5,48.5371
2473,81.22,40.007,1.7867,78.46,64.413,33.2,29.967,47.00767143
2474,75.527,39.993,1.64,78.387,64.887,33.333,29.4,46.16671429
2475,71.06,40.733,1.6333,77.807,65.56,33.853,30.427,45.86761429
2476,67.807,41.5,1.8667,74.647,65.153,33.92,30.847,45.10581429
2477,63.887,41.88,2.04,72.76,65.587,33.873,29.733,44.25142857
2478,59.873,41.62,1.8667,72.5,66.353,33.38,29.173,43.53795714
2479,57.533,40.707,1.8067,73.167,66.58,32.68,29.727,43.17152857
2480,58.507,38.747,2.14,72.387,67.587,33.24,29.933,43.22014286
2481,58.627,37.013,1.86,71.013,68.313,33.273,29.373,42.78171429
2482,57.687,35.873,1.8333,69.773,67.007,34.073,28.58,42.11804286
2483,56.293,36.86,1.9067,68.567,64.24,34.533,28.48,41.55424286
2484,54.613,38.34,2.1,68.08,61.627,34.16,29.027,41.13528571
2485,53.413,38.267,2.44,69.927,60.407,33.76,29.64,41.122
